-654.57,195.26,-365.43
-659.13,190.85,-368.09
-663.58,186.4,-370.71
-667.93,181.93,-373.28
-672.18,177.43,-375.81
-676.31,172.9,-378.29
-680.34,168.35,-380.72
-684.26,163.77,-383.09
-688.07,159.16,-385.42
-691.77,154.53,-387.69
-695.37,149.87,-389.91
-698.85,145.19,-392.06
-702.22,140.48,-394.16
-705.48,135.76,-396.2
-708.63,131.01,-398.18
-711.67,126.24,-400.1
-714.59,121.45,-401.95
-717.4,116.64,-403.74
-720.1,111.81,-405.47
-722.68,106.97,-407.12
-725.15,102.11,-408.71
-727.51,97.23,-410.23
-729.74,92.337,-411.68
-731.87,87.429,-413.06
-733.87,82.508,-414.36
-735.76,77.573,-415.6
-737.53,72.626,-416.76
-739.19,67.667,-417.85
-740.73,62.698,-418.86
-742.15,57.719,-419.79
-743.45,52.731,-420.66
-744.64,47.734,-421.44
-745.71,42.73,-422.15
-746.66,37.719,-422.78
-747.49,32.702,-423.33
-748.2,27.679,-423.8
-748.8,22.653,-424.2
-749.27,17.622,-424.51
-749.63,12.589,-424.75
-749.87,7.5545,-424.91
-749.99,2.5183,-424.99
-749.99,-2.5183,-424.99
-749.87,-7.5545,-424.91
-749.63,-12.589,-424.75
-749.27,-17.622,-424.51
-748.8,-22.653,-424.2
-748.2,-27.679,-423.8
-747.49,-32.702,-423.33
-746.66,-37.719,-422.78
-745.71,-42.73,-422.15
-744.64,-47.734,-421.44
-743.45,-52.731,-420.66
-742.15,-57.719,-419.79
-740.73,-62.698,-418.86
-739.19,-67.667,-417.85
-737.53,-72.626,-416.76
-735.76,-77.573,-415.6
-733.87,-82.508,-414.36
-731.87,-87.429,-413.06
-729.74,-92.337,-411.68
-727.51,-97.23,-410.23
-725.15,-102.11,-408.71
-722.68,-106.97,-407.12
-720.1,-111.81,-405.47
-717.4,-116.64,-403.74
-714.59,-121.45,-401.95
-711.67,-126.24,-400.1
-708.63,-131.01,-398.18
-705.48,-135.76,-396.2
-702.22,-140.48,-394.16
-698.85,-145.19,-392.06
-695.37,-149.87,-389.91
-691.77,-154.53,-387.69
-688.07,-159.16,-385.42
-684.26,-163.77,-383.09
-680.34,-168.35,-380.72
-676.31,-172.9,-378.29
-672.18,-177.43,-375.81
-667.93,-181.93,-373.28
-663.58,-186.4,-370.71
-659.13,-190.85,-368.09
-654.57,-195.26,-365.43
-649.91,-199.64,-362.73
-645.15,-203.98,-359.98
-640.28,-208.3,-357.2
-635.31,-212.58,-354.39
-630.24,-216.83,-351.54
-625.07,-221.05,-348.65
-619.81,-225.23,-345.74
-614.44,-229.37,-342.79
-608.98,-233.48,-339.82
-603.41,-237.55,-336.83
-597.76,-241.59,-333.81
-592.01,-245.58,-330.77
-586.16,-249.54,-327.71
-580.23,-253.45,-324.63
-574.2,-257.33,-321.53
-568.08,-261.16,-318.43
-561.86,-264.96,-315.31
-555.56,-268.71,-312.18
-549.18,-272.42,-309.04
-542.7,-276.09,-305.9
-536.14,-279.71,-302.75
-529.49,-283.29,-299.61
-522.76,-286.82,-296.46
-515.95,-290.31,-293.31
-509.06,-293.75,-290.17
-502.08,-297.15,-287.04
-495.03,-300.49,-283.91
-487.89,-303.79,-280.8
-480.68,-307.05,-277.69
-473.4,-310.25,-274.6
-466.03,-313.4,-271.53
-458.6,-316.51,-268.47
-451.09,-319.56,-265.44
-443.51,-322.57,-262.42
-435.86,-325.52,-259.43
-428.14,-328.42,-256.47
-420.35,-331.27,-253.53
-412.5,-334.07,-250.62
-404.58,-336.81,-247.75
-396.59,-339.5,-244.91
-388.55,-342.14,-242.1
